url,abstract,short_abstract,BART_sum
Zilverplevier,De zilverplevier (Pluvialis squatarola) is een vogel uit de familie Charadriidae.,De zilverplevier (Pluvialis squatarola) is een vogel uit de familie Charadriidae.,rezumat: De zilverplevier (Pluvialis squatarola) este een vogel uit de familie Charadriidae (Oul din familie Charadriidae).
Tetraplegie,"Tetraplegie of quadriplegie is een toestand waarbij alle vier de ledematen verlamd zijn. Meestal bestaat er dan een onderbreking van het ruggenmerg ter hoogte van de bovenste helft van de nekwervelkolom (boven c3-c4). Dit kan onder andere optreden door een mechanisch letsel (gebroken nek, bijvoorbeeld ten gevolge van duiken in ondiep water) of door compressie van het ruggenmerg door een tumor of ischemisch letsel door een infarct. Is de verlamming niet volledig, dan spreekt men van tetraparese.","Tetraplegie of quadriplegie is een toestand waarbij alle vier de ledematen verlamd zijn. Meestal bestaat er dan een onderbreking van het ruggenmerg ter hoogte van de bovenste helft van de nekwervelkolom (boven c3-c4). Dit kan onder andere optreden door een mechanisch letsel (gebroken nek, bijvoorbeeld ten gevolge van duiken in ondiep water) of door compressie van het ruggenmerg door een tumor, ischemisch letsel door een infarct of door myelitis transversa, een ontsteking van de zenuwen van het ruggenmerg Is de verlamming niet volledig, dan spreekt men van .","summarize: Tetraplegie de quadriplegie este o stare în care toate cele patru ledematen sunt rupte. Se poate produce apoi o ruptură a gâtului terestră a jumătăţii superioare a coloanei vertebrale superioare (sus c3c4). Acest lucru poate apărea, de asemenea, printr-o ruptură a gâtului mecanic (gâtul rupt, de exemplu zece consecinţe ale naufra"
Huwelijk,"Het huwelijk is een door burgerlijk of religieus recht geregelde samenlevingsvorm voor het leven die de fundering vormt van de meeste gezinnen en die meer in het algemeen van belang is als legaal en sociaal geaccepteerd fundament onder duurzame seksuele relaties en familieverbanden. Cruciaal is het onderscheid tussen het kerkelijk huwelijk (of religieus huwelijk) enerzijds, en het burgerlijk huwelijk anderzijds. De precieze definitie van het huwelijk is afhankelijk van de historische en culturele context, en hangt ook samen met de religieuze overtuiging van de echtgenoten.","Het huwelijk of matrimonium is een door burgerlijk en/of religieus recht geregelde samenlevingsvorm die de fundering vormt van de meeste gezinnen en van belang is als legaal en sociaal geaccepteerd fundament onder duurzame seksuele relaties en familieverbanden. Cruciaal is het onderscheid tussen het kerkelijk huwelijk (of religieus huwelijk) enerzijds, en het burgerlijk huwelijk anderzijds. De vorm van het huwelijk is afhankelijk van de historische en culturele context, en hangt ook samen met de religieuze overtuiging van de echtgenoten. In voorkomende gevallen worden onderscheiden het heterohuwelijk tussen mensen van verschillend, en het homohuwelijk tussen mensen van hetzelfde geslacht.","summarize: Het huwelijk este een door burgerlijk of religieus recht geregelde samenlevingsvorm voor het vie, forma de finanţare a majorităţii familiilor şi care, mai mult în general, este ca fundament legaal şi social acceptat în cadrul relaţiilor sexuale durabile şi al familieverbandelor. Crucioasă este separarea dintre căsătoria tradiţională (a căsătoriei religioase) enerzijds şi căsătoria tradiţională enerzijds. definiţia"
Youth_of_European_Nationalities,"Youth of European Nationalities of YEN, ook bekend onder de Duitse naam Jugend Europäischer Volksgruppen (JEV), is een internationale koepelorganisatie, waarin jonge sprekers actief zijn van autochtone Europese minderheidstalen. Hoofdactiviteit is het jaarlijkse Paascongres. Daarnaast wordt jaarlijks een kleiner congres georganiseerd, het Youth Leader Seminar, ook wel herfstcongres genoemd, en een internationale koorweek onder de naam Voices of Europe. In Nederland wordt de YEN vertegenwoordigd door de jongerenvereniging FYK. In België is geen vertegenwoordiging. De YEN is in 1984 ontstaan als afsplitsing van de FUEV, waarmee het echter nog steeds nauw samenwerkt. Daarnaast is de YEN sinds 2003 lid van het European Youth Forum (YFJ). De YEN wordt in zijn werkt gesteund door bijdragen van de Europese Unie en de Raad van Europa.","Youth of European Nationalities of YEN, ook bekend onder de Duitse naam Jugend Europäischer Volksgruppen (JEV), is een internationale koepelorganisatie, waarin jonge sprekers actief zijn van autochtone Europese minderheidstalen. Hoofdactiviteit is het jaarlijkse Paascongres. Daarnaast wordt jaarlijks een kleiner congres georganiseerd, het Youth Leader Seminar, ook wel herfstcongres genoemd, en een internationale koorweek onder de naam Voices of Europe. In Nederland wordt de YEN vertegenwoordigd door de jongerenvereniging FYK. In België is geen vertegenwoordiging.","summarize: Tineretul Naţionalităţilor Europene din YEN, cunoscut şi sub numele german Jugend Europäischer Volksgruppen (JEV), este o organizaţie internaţională de coruri, în care activează tineri vorbitori ai minorităţilor europene autohtone. Hoofdactivitatea este anual Paascongresul, anual un congres un mic, Seminarul liderului tineretului, cunoscut şi sub numele de herfstcongres, şi o săptămână internaţională a corurilor sub numele"
Vlag,Een vlag (of dundoek) is een stuk textiel dat bedoeld is om een bepaalde boodschap uit te drukken. Een vlag wordt gewoonlijk aan een vlaggenmast of vlaggenstok bevestigd.,"Een vlag is een abstracte tweedimensionale weergave van kleuren, vlakken of symbolen, meestal in een rechthoekige vorm. Een vlag is meestal van textiel, maar kan ook van papier, plastic of metaal zijn gemaakt. In het eerste geval wordt er een dunne, lichte stof gebruikt (men spreekt dan ook wel van dundoek) zodat de vlag in de wind kan wapperen. Een vlag wordt gewoonlijk aan een vlaggenmast of vlaggenstok bevestigd.",summarize: Un vlag (de dundoek) este un stuk textiel care este destinat pentru a imprima un anumit mesaj. Un vlag este gewoonlijk aan een vlaggenmast of vlaggenstok confirmat.
Rots_van_Aphrodite,"De rots van Aphrodite ( Grieks: Πέτρα του Ρωμιού, Petra tou Romiou) (Rots van de Romeinen) is een rots aan de kust van Cyprus, dicht bij de plaats Paphos. Volgens legenden zou Aphrodite, de godin van de schoonheid, bij deze rots uit de golven van de zee zijn geboren. Cyprioten noemen hun eiland om deze reden vaak het eiland van Aphrodite. De rots ligt ongeveer 25 kilometer ten oosten van Paphos. Wie langs de kust van Limasol naar Paphos reist of vice versa, ziet de rots vanaf de weg in de zee liggen.","De rots van Aphrodite (Grieks: Πέτρα του Ρωμιού, Petra tou Romiou) (Rots van de Romeinen) is een rots aan de kust van Cyprus, dicht bij de plaats Paphos. Volgens legenden zou Aphrodite, de godin van de schoonheid, bij deze rots uit de golven van de zee zijn geboren. Cyprioten noemen hun eiland om deze reden vaak het eiland van Aphrodite. De rots ligt ongeveer 25 kilometer ten oosten van Paphos. Wie langs de kust van Limasol naar Paphos reist of vice versa, ziet de rots vanaf de weg in de zee liggen.","summarize: De rots van Aphrodite (Grecii: Πέτρα του Ρωμιού, Petra tou Romiou) (Rots van de Romeinen) este van de Romeinen (Rots aan de Kust din Cipru, aproape de locul Paphos. Potrivit legendelor, zou Aphrodite, zeica frumuseţii, a fost născută de deze rots din golven van de zee. Ciprioţii numesc insula lor om"
Prodromale_fase,"Een prodromale fase (fase van voortekenen) is in de ziekteleer de periode die vooraf gaat aan het eigenlijke uitbreken van een ziekte, waarin de diagnose nog niet echt te stellen is maar de ziekte zich al wel enigszins aankondigt door een aantal voortekenen. De uitdrukking wordt vooral bij infectieziekten gebruikt maar is hier zeker niet toe beperkt. Voorbeeld: bij een patiënt met waterpokken voelt deze zich vaak een paar dagen rillerig en wat snotterig voordat de typische huiduitslag verschijnt. zie ook: incubatietijd","Een prodroom of prodromale fase (fase van voortekenen) is in de ziekteleer de periode die voorafgaat aan het eigenlijke uitbreken van een ziekte, waarin de diagnose nog niet echt te stellen is maar de ziekte zich al wel enigszins aankondigt door een aantal voortekenen. De uitdrukking wordt vooral bij infectieziekten gebruikt maar is hier zeker niet toe beperkt. Voorbeelden: Zie ook: incubatieperiode","summarize: O fază prodromală (faza apariţiei simptomelor) este în perioada premergătoare apariţiei unei boli, în care diagnosticarea nu este nici pe departe adevărată, dar boala se anunţă destul de clar printr-un număr de apariţii ale simptomelor, răspândirea se foloseşte mai ales în cazul infecţiilor, dar nu este cu siguranţă limitată. exemplu: în cazul unui pacient care suferă"
Rita_Grande,"Rita Grande ( Napels, 23 maart 1975) is een voormalig professioneel toptennisster uit Italië. Ze debuteerde in 1990 en beëindigde haar carrière in 2005. Zij won drie titels in het enkelspel op de WTA-tour. Zij won ook nog 8 titels op de ITF-tour. Zij wist in alle vier de Grand Slams de vierde ronde te bereiken. Haar hoogste ranking in het enkelspel was 24 (5 november 2001). Ook in het dubbelspel was zij succesvol. Zij won vijf titels op de WTA-tour, waaronder het toernooi van Rosmalen in 1999 met haar landgenote Silvia Farina-Elia. Ze versloegen Cara Black en Kristie Boogert in de finale. Daarnaast won ze drie dubbelspeltitels op de ITF-tour.","Rita Grande (Napels, 23 maart 1975) is een voormalig professioneel tennisspeelster uit Italië. Grande begon met tennis toen zij negen jaar oud was. Zij speelt rechtshandig en heeft een enkelhandige backhand. Zij debuteerde in 1990 en beëindigde haar carrière in 2005.","summarize: Rita Grande ( Napels, 23 martie 1975) este o tenismană profesionistă proaspătă din Italia. Ea a debutat în 1990 şi şi-a început cariera în 2005. Ea a câştigat trei titluri la simplu la turneul WTA. Ea a câştigat şi 8 titluri la turneul ITF. Ea a reuşit să obţină patru Grand Slams în runda a patra. Cea mai înaltă poziţie la simplu"
God_Save_the_Queen,"God Save the Queen (God beware de koningin) is het volkslied van het Verenigd Koninkrijk en zijn kolonies, Norfolk en een van de twee volksliederen van de Kaaimaneilanden en Nieuw-Zeeland (sinds 1977). Het is verder het koninklijk lied van de Britse koninklijke familie en het koninklijke volkslied van Canada (sinds 1 juli 1980), Australië (sinds 19 april 1984), Gibraltar, het eiland Man, Jamaica, Tuvalu en Antigua en Barbuda. Als de Britten een koning hebben, wordt het lied God Save the King (God beware de koning). Er is geen algemeen goedgekeurde versie van het lied, en het is ook nooit officieel aangewezen als volkslied door het Britse parlement of door de koning. Over het algemeen wordt er slechts één vers gezongen, een enkele keer twee.","God Save the Queen (God beware de koningin) is het volkslied van het Verenigd Koninkrijk en zijn kolonies, Norfolk en een van de twee volksliederen van de Kaaimaneilanden en Nieuw-Zeeland (sinds 1977). Het is verder het koninklijk lied van de Britse koninklijke familie en het koninklijke volkslied van Canada (sinds 1 juli 1980), Australië (sinds 19 april 1984), Gibraltar, het eiland Man, Jamaica, Tuvalu en Antigua en Barbuda.","summarize: God Save the Queen (Dumnezeu să țină seama de regină) este liturghia Regatului Unit și a coloniilor sale, Norfolk și una dintre cele două liturghii ale Kaaimaneilanden și Nieuw-Zeeland (din 1977). În plus, este liturghia regală a familiei regale britanice și liturghia populară a Canadei (din 1 iulie 1980),"
Girolamo_Savonarola,"Girolamo Savonarola ( Ferrara, 21 september 1452 – Florence, 23 mei 1498) was een dominicaan en van 1494 tot 1498 heerser over de Florentijnse Republiek. Savonarola wordt vaak, met de Bohemer Jan Hus en de Engelsman John Wycliffe, tot de voorlopers van de Hervorming en het protestantisme gerekend, maar Savonarola bleef trouw aan de rooms-katholieke geloofsleer. Hij stond bekend om zijn antirenaissancistische boetepreken, boekverbrandingen en de vernietiging van kunstwerken, bekend als vreugdevuur van de ijdelheden. Zijn acties luidden de tijdelijke ondergang van de Medici-familie in als machthebbers van Florence. Hij kwam in conflict met paus Alexander VI, wat uiteindelijk tot zijn dood op de brandstapel leidde.","Girolamo Savonarola (Ferrara, 21 september 1452 – Florence, 23 mei 1498) was een dominicaan en van 1494 tot 1498 heerser over de Florentijnse Republiek. Savonarola wordt vaak, met de Bohemer Jan Hus en de Engelsman John Wycliffe, tot de voorlopers van de Hervorming en het protestantisme gerekend, maar Savonarola bleef trouw aan de rooms-katholieke geloofsleer. Hij stond bekend om zijn antirenaissancistische boetepreken, boekverbrandingen en de vernietiging van kunstwerken, bekend als vreugdevuur van de ijdelheden. Zijn acties luidden de tijdelijke ondergang van de Medici-familie in als machthebbers van Florence. Hij kwam in conflict met paus Alexander VI, wat uiteindelijk tot zijn dood op de brandstapel leidde.","summarize: Girolamo Savonarola ( Ferrara, 21 septembrie 1452 – Florenţa, 23 mai 1498) a fost erou dominicaan şi, din 1494 până în 1498, domnitor al Republicii Florentijnse. Savonarola wordt vaak, cu Bohemer Jan Hus şi cu Engelsmanul John Wycliffe, până la paravanţii Hervorming şi protestantismului gerekend, dar Savonarola a blestemat"
Snowboarden_op_de_Olympische_Winterspelen_2006,Snowboarden is een van de sporten die beoefend werden tijdens de Olympische Winterspelen 2006 in Turijn.,Snowboarden is een van de sporten die beoefend werden tijdens de Olympische Winterspelen 2006 in Turijn.,summarize: Snowboarden is een van de sporten die beoefend werden during de Winterspelen Olimpice Winterspelen 2006 in Turijn (Zăpadă de Iarnă).
857,Het jaar 857 is het 57e jaar in de 9e eeuw volgens de christelijke jaartelling.,Het jaar 857 is het 57e jaar in de 9e eeuw volgens de christelijke jaartelling.,summarize: Het year 857 este het 57e an in de 9e eeuw volgens de christelijke Yeartelling.-----(Portugalia)---(Portugalia)
Jasper_Oostland,"Jasper Oostland ( 19 juni 1976) is een Nederlands kunstenaar. Oostland werd geboren in Groningen. Hij begon in 1994 met zijn studie aan de Academie Minerva, waar hij de studierichting illustratie volgde. Tijdens deze vijf jaren veranderde zijn werk van een stripachtige stijl naar een meer realistische stijl. Oostland studeerde af met een expositie van kleine, precies geschilderde schilderijtjes van kikkers in menselijke situaties. Oostland bouwt zijn schilderijen op met heel veel transparante laagjes verf. Hij schildert acryl op papier bij voorkeur in 30x30 cm, een formaat dat uitnodigt tot het maken van combinaties of mozaïeken. De laatste tijd waagt hij zich ook aan het grotere werk. Sinds zijn eindexamen (1999) aan de Academie Minerva heeft hij veel succes met zijn werk.","Jasper Oostland (19 juni 1976) is een Nederlands kunstenaar. Oostland werd geboren in Groningen. Hij begon in 1994 met zijn studie aan de Academie Minerva, waar hij de studierichting illustratie volgde. Tijdens deze vijf jaren veranderde zijn werk van een stripachtige stijl naar een meer realistische stijl. Oostland studeerde af met een expositie van kleine, precies geschilderde schilderijtjes van kikkers in menselijke situaties.","summarize: Jasper Oostland ( 19 iunie 1976) este un artist olandez. Oostland s-a născut la Groningen. În 1994 şi-a început studiile la Academia Minerva, unde a urmat cursurile de ilustraţie. În cursul acestor cinci ani şi-a schimbat lucrările de la o stil stripachtige la o stil mai realist. Oostland a absolvit o expoziţie de mici tablouri pictate de ţărani în situaţii umane."
Thohoyandou,"Thohoyandou is een stad in de Zuid-Afrikaaanse provincie Limpopo. De stad ligt in het midden van het Venda-gebied. Er woonden in 2011 ongeveer 70.000 mensen . Thohoyandou was de hoofdstad van het voormalige thuisland Venda van 1960 tot 1994. Het is nu de hoofdstad van het district Vhembe (vroeger Soutpansberg) langs de grens met Zimbabwe. De naam ""Thohoyandou"" betekent ""hoofd van de olifant"" in het Venda.In de stad is de Universiteit van Venda gevestigd. Het stadion van Thohoyandou is de thuisbasis van de voetbalclub Black Leopards.","Thohoyandou is een stad in de Zuid-Afrikaanse provincie Limpopo. De stad ligt in het midden van het Venda-gebied. Er woonden in 2011 ongeveer 70.000 mensen. Thohoyandou was de hoofdstad van het voormalige thuisland Venda van 1960 tot 1994. Het is nu de hoofdstad van het district Vhembe (vroeger Soutpansberg) langs de grens met Zimbabwe. De naam \""Thohoyandou\"" betekent \""hoofd van de olifant\"" in het Venda. In de stad is de Universiteit van Venda gevestigd. Het stadion van Thohoyandou is de thuisbasis van de voetbalclub Black Leopards.","summarize: Thohoyandou este un oraş din provincia Limpopo din Africa de Sud. Oraşul se află în mijlocul zonei Venda, unde locuiau aproximativ 70 000 de persoane în 2011. Thohoyandou a fost capitala fostei patrii Venda din 1960 până în 1994. Nu este capitala districtului Vhembe (vroeger Soutpansberg) de-a lungul graniţei cu Zimbabwe. Numele ""Thohoyandou"""
Wislahaf,"Het Wislahaf (ook wel Wisłahaf, Weichselhaf - Pools: Zalew Wiślany, Russisch: Калининградский залив, Kaliningradskij Zaliv, Duits: Frisches Haff) is het middelste van de drie grote haffen aan de Oostzeekust. Het ligt gedeeltelijk op Pools en gedeeltelijk op Russisch grondgebied ( exclave Kaliningrad). Het haf wordt door de Wislaschoorwal gescheiden van de Bocht van Gdansk. Deze schoorwal is circa 50 kilometer lang en gemiddeld 2 kilometer breed. Het Wislahaf wordt voornamelijk gevoed door de Nogat, een zijtak van de Wisła (waarvan de hoofdstroom direct naar de Bocht van Gdansk loopt). In het noordoosten watert de Pregolja af op het Wislahaf. De stad Kaliningrad ligt even stroomopwaarts aan de Pregolja. Bij de doorgang van het haf naar zee ligt de belangrijke Russische marinehaven Baltiejsk, het voormalige Oost-Pruisische Pillau.","Het Wislahaf (ook wel Wisłahaf, Weichselhaf - Pools: Zalew Wiślany, Russisch: Калининградский залив, Kaliningradski Zaliv, Duits: Frisches Haff) is het middelste van de drie grote haffen aan de Oostzeekust. Het ligt gedeeltelijk op Pools en gedeeltelijk op Russisch grondgebied (exclave Kaliningrad). Het haf wordt door de Wislaschoorwal gescheiden van de Bocht van Gdansk. Deze schoorwal is circa 50 kilometer lang en gemiddeld 2 kilometer breed. Bij de doorgang van het haf naar zee ligt de belangrijke Russische marinehaven Baltiejsk, het voormalige Oost-Pruisische Pillau.","summarize: Wislahaf (cunoscut drept Wisłahaf, Weichselhaf - Pools: Zalew Wiślany, rusesc: Калининградский залив, Kaliningradskij Zaliv, german: Frisches Haff) este cea de-a treia dintre cele mai mari falii de la Oostzeekust. Aceasta se află parţial pe ţărmurile poloneze şi parţial pe "
Cleopatra_VII,"Cleopatra VII Philopator ( januari 69 v.Chr. – 12 augustus 30 v.Chr.) was koningin van het oude Egypte, het laatste lid van de Ptolemaeïsche dynastie en daarmee de laatste Hellenistische heerseres van Egypte. Ze is verreweg de bekendste van de vele gelijknamige Egyptische vorstinnen en wordt gewoonlijk kortweg als Cleopatra aangeduid. Haar familie was oorspronkelijk van Grieks-Macedonische afkomst. Ze was mede-heerseres over Egypte naast haar vader Ptolemaeus XII Auletes, haar broers/echtgenoten Ptolemaeus XIII Theos Philopator, Ptolemaeus XIV Theos Philopator II en later haar zoon Ptolemaeus XV Caesarion. Cleopatra overleefde een staatsgreep uitgedokterd door de hovelingen van haar oudste broer en ging vervolgens een verhouding aan met Julius Caesar, die haar greep op de troon verstevigde. Na de moord op Caesar in 44 v.Chr. bond ze zich aan Marcus Antonius, met wie zij een tweeling kreeg. Later trouwde zij met Marcus Antonius en baarde nog een zoon. Alles bij elkaar had Cleopatra 4 kinderen, 1 bij Caesar en 3 bij Antonius. Haar (verstands-)huwelijken met haar 2 broers leverden geen kinderen op. Nadat Antonius' rivaal en Caesars wettelijke opvolger, Gaius Julius Caesar Octavianus, de volle macht van Rome tegen Egypte keerde en een relatie met Cleopatra van de hand wees, benam Cleopatra zich van het leven op 12 augustus in 30 v.Chr. Haar nalatenschap overleeft in de vorm van talloze dramatiseringen van haar levensverhaal, inclusief William Shakespeares Antony and Cleopatra, verscheidene opera's en films.","Cleopatra VII Philopator (januari 69 v.Chr. – 12 augustus 30 v.Chr.) was koningin van het oude Egypte, het laatste lid van de Ptolemaeïsche dynastie en daarmee de laatste Hellenistische heerseres van Egypte. Ze is de bekendste van de verschillende gelijknamige Egyptische vorstinnen en wordt gewoonlijk kortweg als Cleopatra aangeduid. Haar familie was oorspronkelijk van Griekse en Macedonische afkomst. Ze was mede-heerseres over Egypte naast haar vader Ptolemaeus XII Auletes, haar broers/echtgenoten Ptolemaeus XIII Theos Philopator, Ptolemaeus XIV Theos Philopator II en later haar zoon Ptolemaeus XV Caesarion.","summarize: Cleopatra VII Filarmonică ( ianuarie 69 a.Chr. – 12 august 30 a.Chr.) a fost regina vechiului Egipt, ultimul membru al dinastiei preistorice și totodată ultima regină elenistă a Egiptului. Ea este departe de a fi cea mai cunoscută dintre numeroasele vorstine egiptene cu gelijknamige și este gewoonlijk scurtweg numită Cleopatra. Familia"
Network_Rail,"Network Rail is de Britse railinfrastructuurbeheerder. Network Rail heeft in oktober 2003 de vorige railinfrabeheer van het Verenigd Koninkrijk, de commerciële railinfrastructuurbeheerder Railtrack Group Plc., overgenomen voor 500 miljoen Britse pond. Dit gebeurde na een reeks zware dodelijke ongevallen, die te wijten waren aan een slecht onderhoud. De overheid verweet Railtrack ervan dat het bedrijf de noodzakelijke onderhoudswerken van de sporen niet uitvoerde. Om een grote winst aan de aandeelhouders voor te leggen, werd niet meer geïnvesteerd in veiligheid en onderhoud. Als reactie hierop nationaliseerde de overheid Railtrack. Het bedrijf werd geherstructureerd, waarbij in tegenstelling tot Railtrack, de winst niet terugvloeit naar de aandeelhouders, maar wordt de gegenereerde winst opnieuw geïnvesteerd in de staat van het het spoor. Het bedrijf beheert 21.000 mijl (ongeveer 33.800 kilometer) spoor en heeft ongeveer 35.000 mensen in dienst. In 2003 besloot Network Rail om het onderhoud weer zelf ter hand te nemen en niet langer uit te besteden aan aannemers.","Network Rail is de Britse spoorwegbeheerder. Network Rail heeft in oktober 2003 de vorige railinfrabeheer van het Verenigd Koninkrijk, de commerciële spoorwegbeheerder Group Plc., overgenomen voor 500 miljoen Britse pond. Dit gebeurde na een reeks zware dodelijke ongevallen, die te wijten waren aan een slecht onderhoud. De overheid verweet Railtrack ervan dat het bedrijf de noodzakelijke onderhoudswerken van de sporen niet uitvoerde. Om een grote winst aan de aandeelhouders voor te leggen, werd niet meer geïnvesteerd in veiligheid en onderhoud.","summarize: Reţeaua de transport feroviar este compania britanică de transport feroviar. Reţeaua de transport feroviar a preluat în octombrie 2003 fosta companie de transport feroviar din Regatul Unit, compania comercială de transport feroviar Railtrack Group Plc., pentru 500 de milioane de lire sterline. Acest lucru s-a întâmplat într-o serie de neajunsuri dăunătoare grave, care au fost"
424_v.Chr.,Het jaar 424 v.Chr. is een jaartal volgens de christelijke jaartelling.,Het jaar 424 v.Chr. is een jaartal volgens de christelijke jaartelling.,summarize: Het year 424 v.Chr. este eenyeartal volgens de christelijke Yeartelling.---(Anuarele creştine) - (Anuarele creştine).
Kunstmatige_circulatiepomp,"Een kunstmatige circulatiepomp is een pomp, die de natuurlijke circulatiepomp van het lichaam, het hart, gedeeltelijk of geheel kan overnemen. Dit kan zijn gedurende openhartoperaties, in dat geval zijn de kunstmatige circulatiepompen onderdeel van de hart-longmachine, of gedurende langere tijd ter ondersteuning van het zieke hart als overbrugging van de wachttijd voor een harttransplantatie. In dat laatste geval betreft het een heart assist device, of een kunsthart. Bij openhartoperaties neemt de hart-longmachine de functies over van het hart (bloedcirculatie), dat meestal tijdelijk stilgelegd wordt en de longen (zuurstofuitwisseling), die ook tijdelijk hun werk niet kunnen uitoefenen.","Een kunstmatige circulatiepomp is een pomp, die de natuurlijke circulatiepomp van het lichaam, het hart, gedeeltelijk of geheel kan overnemen. Dit kan zijn gedurende , in dat geval zijn de kunstmatige circulatiepompen onderdeel van de hart-longmachine, of gedurende langere tijd ter ondersteuning van het zieke hart als overbrugging van de wachttijd voor een harttransplantatie. In dat laatste geval betreft het een kunsthart of een gedeeltelijke versie daarvan: een \""heart assist device\"" voor het linker- of rechterventrikel, resp een \""Left Ventricle Assist Device\"" (LVAD) of een \""Right Ventricle Assist Device\"" (RVAD).","summarize: O pompă de circulaţie artizanală este o pompă, pe care pompa de circulaţie naturală a corpului, a inimii, o poate prelua parţial din total. Aceasta poate fi o pompă de-a lungul operaţiilor de inimă deschisă, în acest caz componentele de circulaţie artizanală ale aparatului de inimă lungă, o pompă de-a lungul operaţiilor de inimă lungă de-"
Elijah_Wood,"Elijah Jordan Wood ( Cedar Rapids, 28 januari 1981) is een Amerikaans acteur. Toen hij acht jaar oud was had hij zijn eerste rolletje al te pakken in de film Back to the Future Part II, nadien kreeg hij meer en meer grotere rollen en werd hij op zijn dertiende een volwaardig acteur. Zijn grote doorbraak kwam er met de rol als de hobbit Frodo in The Lord of the Rings. Daarna speelde hij in films als Bobby, Eternal Sunshine of the Spotless Mind, Sin City, Green Street Hooligans en Everything is Illuminated. Hij sprak de stem in van Mumble in de animatiefilm Happy Feet. In 2005 richtte hij zijn eigen platenlabel op, Simian Records.","Elijah Jordan Wood (Cedar Rapids, 28 januari 1981) is een Amerikaans acteur. Op achtjarige leeftijd speelde hij zijn eerste kleine rol in de film Back to the Future Part II, later kreeg hij grotere rollen en op zijn dertiende was hij een volwaardig acteur. Zijn grote doorbraak kwam er met de rol als de hobbit Frodo in The Lord of the Rings. Daarna speelde hij in films als Bobby, Eternal Sunshine of the Spotless Mind, Sin City, Green Street Hooligans en . Hij sprak de stem in van Mumble in de animatiefilm Happy Feet. In 2005 richtte hij zijn eigen platenlabel op, .","summarize: Elijah Jordan Wood (Cedar Rapids, 28 ianuarie 1981) este un actor american. La opt ani a jucat primul roltje al te pakken în filmul Back to the Future Partea a II-a, nadien a primit roluri tot mai mari şi s-a înscris în dertiende een volwaardig  actor. grote doorbraak kwam er met rolul de hobbit Frodo în Lordul Inelelor. Apoi a jucat în filme"
Structureel_functionalisme,Structureel functionalisme is een variant van het functionalisme in de sociologie waarbij de functie van sociale verschijnselen wordt verklaard aan de hand van de bijdrage van het verschijnsel aan een sociaal systeem en de veranderingen die het daarmee teweeg brengt in dat systeem. Samen met symbolisch interactionisme en de conflictsociologie behoort het structureel functionalisme tot de belangrijke sociologische paradigmata.,Structureel functionalisme is een variant van het functionalisme in de sociologie waarbij de functie van sociale verschijnselen wordt verklaard aan de hand van de bijdrage van het verschijnsel aan een sociaal systeem en de veranderingen die het daarmee teweegbrengt in dat systeem. Samen met en de conflictsociologie behoort het structureel functionalisme tot de belangrijke sociologische paradigmata.,"summarize: Funcţionismul structural este o variantă a funcţionalismului în sociologie, în care funcţia verschijnselen se explică prin contribuţia la un sistem social şi prin schimbările pe care daarmee leweeg aduce în acel sistem. Împreună cu interacţionismul simbolic şi cu conflictsociologia, funcţionismul structural se numără printre importantele paradigmate sociologice."
Lithosfeer,"De lithosfeer of steenschaal is het buitenste gedeelte van de vaste Aarde en is ongeveer 80 km dik (Afhankelijk van of het oceanische of continentale lithosfeer betreft). De lithosfeer verschilt van de onderliggende asthenosfeer doordat het gesteente kouder, sterker en rigider is. De aardkorst is een deel van de lithosfeer.","De lithosfeer of steenschaal is het buitenste gedeelte van de vaste Aarde en is ongeveer 80 km dik (Afhankelijk van of het oceanische of continentale lithosfeer betreft). De lithosfeer verschilt van de onderliggende asthenosfeer doordat het gesteente kouder, sterker en rigider is. De lithosfeer omvat behalve de aardkorst het harde bovengedeelte van de mantel.","summarize: Lithosfeerul steenschaal este het Buitenste gedeelte van de vaste Aarde şi este aproximativ 80 km distanţă (în ceea ce priveşte oceanica lithosfeerului continental), lithosfeerul diferă de asthenosfeerul subliggende doordat het gesteente kouder, puternic şi rigid, iar aardkorstul este un deel din lithosfeer."
Wolder,"Wolder (voorheen ook bekend als Wilre en Wilre in den Vroenhof) was tot 1920 een dorp in de gemeente Oud-Vroenhoven, een gemeente die in 1920 is geannexeerd door Maastricht. Tegenwoordig is het een wijk van deze stad. Wolder grenst in het noorden aan de wijk Daalhof, in het oosten aan de wijk Campagne, in het zuiden aan de wijk Sint-Pieter en in het westen ligt de landsgrens met België.","Wolder, voorheen aangeduid als Wilre of Wilre in den Vroenhof, is een dorp en tevens een woonwijk van Maastricht, in de Nederlandse provincie Limburg. Wolder was tot 1920 de hoofdplaats van de in dat jaar door Maastricht geannexeerde gemeente Oud-Vroenhoven. Het dorp is tegenwoordig een van de 44 officiële buurten binnen de gemeente Maastricht.","summarize: Wolder (în trecut cunoscut şi sub numele de Wilre şi Wilre în den Vroenhof) a fost până în 1920 un sat în gemeente Oud-Vroenhoven, un gemeente care în 1920 a fost anexat de Maastricht. Tegenwoordig este het een wijk van deze oraş. Wolder se învecinează în noord cu wijk Daalhof, în sudul cu wijk Campagne, în sudul"
